,RT,m/z,Metabolite,HMDB (*Representative ID),Pooled QC sample CV,Method,Intercept,diagnosis[T.UC],diagnosis[T.nonIBD],chemical_name
C18n_QI1789,0.71,224.0786,,,0.050091933,C18-neg,-1.333965101743139,-1.3790928937156366,1.3154289202836704,C18n_QI1789
C18n_QI3449,0.71,286.0937,,,0.10363463099999999,C18-neg,-1.4871776490453854,0.9173909806053456,0.5974627213624668,C18n_QI3449
C18n_QI3473,0.71,287.0542,,,0.072983742,C18-neg,-1.3084047227148192,0.10868886936114563,0.7195833401826572,C18n_QI3473
C18n_QI5195,0.71,343.0341,,,0.06042659400000001,C18-neg,0.4702217192407474,1.4172333859245594,-4.965639285549765,C18n_QI5195
C18n_QI9442,0.71,476.1412,,,0.054331202,C18-neg,-0.19008807232419397,0.4984105013649298,-4.6796304507108974,C18n_QI9442
C18n_QI10047,0.71,494.152,,,0.077784324,C18-neg,-0.8372295289281979,0.20478443134234506,-2.890643290981893,C18n_QI10047
C18n_QI831,0.72,160.0605,,,0.044261144,C18-neg,-1.3885429291967526,0.24388197887347296,0.27639884521042823,C18n_QI831
C18n_QI1371,0.72,197.0673,,,0.043838965,C18-neg,-0.6674306779150143,0.2049954317848517,0.4542005734590244,C18n_QI1371
C18n_QI2085,0.72,238.0719,,,0.048907602,C18-neg,-1.1522586732153073,0.5299516104500128,0.8398826794770908,C18n_QI2085
C18n_QI2296,0.72,245.1142,,,0.052143015,C18-neg,-1.2713668732885497,0.5177359961311652,0.7163532452729893,C18n_QI2296
C18n_QI4222,0.72,312.0728,,,0.036857142,C18-neg,-0.09754637768308072,0.7393353365700079,-3.1747690958830166,C18n_QI4222
C18n_QI4291,0.72,314.0885,,,0.03816882,C18-neg,0.3559944243188724,1.1315211437980963,-2.864400557980185,C18n_QI4291
C18n_QI8878,0.72,458.1309,,,0.08083509400000001,C18-neg,-1.1588724045995846,0.4551699541847522,-1.49969809483016,C18n_QI8878
C18n_QI10001,0.72,493.1697,,,0.14133375,C18-neg,-1.383219519162573,0.0859778307716681,-0.06964188049757958,C18n_QI10001
C18n_QI453,0.73,130.0862,,,0.024362777999999998,C18-neg,0.20097275683840365,0.4100556753914173,0.7088164763597202,C18n_QI453
C18n_QI481,0.73,133.0494,,,0.049662274000000006,C18-neg,-0.5713422684911862,-0.219639501686828,-0.16527622173750878,C18n_QI481
C18n_QI1082,0.73,181.0358,,,0.053889908,C18-neg,-1.0224998383764399,0.7517547987739874,0.048428125872964856,C18n_QI1082
C18n_QI1185,0.73,186.0763,,,0.05457493,C18-neg,-1.0444724946264399,-0.05715485584332392,0.4064309077409458,C18n_QI1185
C18n_QI1226,0.73,188.0556,,,0.031687527,C18-neg,-0.4306991486791745,0.3267619990150763,1.0655636863855076,C18n_QI1226
C18n_QI1448,0.73,201.1238,,,0.054572492,C18-neg,-0.7490137009863034,0.21353534686969056,0.627026505961771,C18n_QI1448
C18n_QI1487,0.73,203.9966,,,0.039120203,C18-neg,-0.9480302720312253,0.5992286585609747,0.6394234376100254,C18n_QI1487
C18n_QI1494,0.73,204.0871,,,0.044522848,C18-neg,-1.2885387330297604,0.4275617979805304,0.05934900809800148,C18n_QI1494
C18n_QI1855,0.73,226.0718,,,0.08178467,C18-neg,-1.2521016984228268,0.3345120333473499,0.454720802798624,C18n_QI1855
C18n_QI1973,0.73,231.1347,,,0.043929987999999996,C18-neg,-0.6961715607885495,-0.1070453740317987,0.3746330218461704,C18n_QI1973
C18n_QI2222,0.73,243.0626,,,0.068231837,C18-neg,-1.3881271271947997,0.2832570456306769,0.3638088183549595,C18n_QI2222
C18n_QI3480,0.73,287.0773,,,0.074362247,C18-neg,-1.3378169923071042,0.14421276081012024,0.912856526866312,C18n_QI3480
C18n_QI3990,0.73,305.0882,,,0.05158568,C18-neg,-0.9637992768530026,0.07222346294329895,0.8702191786912632,C18n_QI3990
C18n_QI4151,0.73,310.0571,,,0.039445127,C18-neg,0.491575917696558,0.3346801184456183,-3.5914136690946865,C18n_QI4151
C18n_QI5625,0.73,357.0761,,,0.13457137,C18-neg,-1.0846870332006588,0.34900335300372376,-0.9490491671415616,C18n_QI5625
C18n_QI11182,0.73,534.1831,,,0.095576125,C18-neg,-0.2345331101659909,1.1837691448967291,-4.497171573147421,C18n_QI11182
C18n_QI94,0.74,73.028,,,0.042310902000000004,C18-neg,-1.3973949342016354,0.6826510809700306,0.16592509318863868,C18n_QI94
C18n_QI130,0.74,89.023,,,0.037130885,C18-neg,0.6058981032129154,-0.04358001720501648,-1.3827039522978115,C18n_QI130
C18n_QI323,0.74,117.0181,,,0.037239747999999996,C18-neg,1.7002842039819583,0.9734118365089728,0.4890404420045567,C18n_QI323
C18n_QI365,0.74,122.0235,,,0.047741803,C18-neg,-1.3377693085912838,0.11145786273883118,0.8557753043321323,C18n_QI365
C18n_QI650,0.74,147.0288,,,0.042840237,C18-neg,-0.7818115144018307,0.20380071628497376,0.3653490023759556,C18n_QI650
C18n_QI784,0.74,157.0132,,,0.046203220999999996,C18-neg,-1.4932315736059325,0.149623193625672,0.9504898266938876,C18n_QI784
C18n_QI815,0.74,159.0652,,,0.019846306,C18-neg,0.35140629718264194,0.4205162905495001,0.8025865035203648,C18n_QI815
C18n_QI835,0.74,161.0445,,,0.034844436,C18-neg,-0.3133619218114987,0.14743975627825812,0.37149185706650734,C18n_QI835
C18n_QI871,0.74,164.0706,,,0.042556498,C18-neg,-1.0155151276830807,-0.048059902306334834,0.05880899001633644,C18n_QI871
C18n_QI912,0.74,166.9976,,,0.031566116,C18-neg,0.6027109236474857,1.0571506403724982,-3.479909114346152,C18n_QI912
C18n_QI981,0.74,173.0446,,,0.047225299000000005,C18-neg,-1.2213046937231198,0.10487822521136357,0.9296991305497836,C18n_QI981
C18n_QI1003,0.74,175.0239,,,0.038524627,C18-neg,0.20087834308107946,0.06563548076556458,0.7479874568132114,C18n_QI1003
C18n_QI1099,0.74,182.045,,,0.036669414,C18-neg,-0.4820001511816159,0.5270049952308948,0.6190616564897251,C18n_QI1099
C18n_QI1149,0.74,184.0607,,,0.037054303,C18-neg,-1.1086700349096432,0.1339216612617804,0.8802228646424961,C18n_QI1149
C18n_QI1229,0.74,188.0921,,,0.042656760999999994,C18-neg,-1.494853773618139,0.30744747150347784,0.6795705037263584,C18n_QI1229
C18n_QI1346,0.74,195.0516,,,0.127177956,C18-neg,0.4005982489343509,0.7615795515816046,-0.1856464667173672,C18n_QI1346
C18n_QI1395,0.74,199.0605,,,0.025017018999999998,C18-neg,-1.0281694321874753,0.3733981035988165,0.9320429639962864,C18n_QI1395
C18n_QI1584,0.74,210.0766,,,0.064421957,C18-neg,-1.2162540345434325,0.7528673790733631,0.1616385655549717,C18n_QI1584
C18n_QI1615,0.74,213.0665,,,0.042337611,C18-neg,-1.0424678712133542,1.3684537791054083,-5.579999618038778,C18n_QI1615
C18n_QI1632,0.74,214.0174,,,0.06054935,C18-neg,-0.8267829804662838,-0.5524186707694714,0.4415748791841221,C18n_QI1632
C18n_QI1649,0.74,215.0556,,,0.032294374,C18-neg,-0.6077726273779049,0.3141661070625599,0.8626878934053135,C18n_QI1649
C18n_QI1671,0.74,216.0331,,,0.037109454,C18-neg,0.2923533529992923,0.2649054907600714,0.6148093419221592,C18n_QI1671
C18n_QI1688,0.74,217.0713,,,0.04990590599999999,C18-neg,-0.9806735902074948,-0.12217422496868835,0.6923980193284702,C18n_QI1688
C18n_QI1706,0.74,218.1029,,,0.029053587999999998,C18-neg,0.06778260180910678,0.4652166746895148,1.3340425567773533,C18n_QI1706
C18n_QI1742,0.74,222.0403,,,0.044049277000000005,C18-neg,-1.0386522202734128,0.3647444628517445,-0.09009473751509668,C18n_QI1742
C18n_QI1905,0.74,229.0715,,,0.044450452,C18-neg,-0.9192426591161862,0.3770692728798206,1.0648422317651465,C18n_QI1905
C18n_QI1968,0.74,231.0872,,,0.058088664000000005,C18-neg,-1.3688428788427487,0.3289389990608527,0.7138647513536167,C18n_QI1968
C18n_QI2094,0.74,239.0461,,,0.047015475999999994,C18-neg,-0.8769262223486081,1.38297966945575,-4.736078433498983,C18n_QI2094
C18n_QI2148,0.74,241.0716,,,0.064773126,C18-neg,-1.2835615067724362,0.006476678733093878,1.059462972178812,C18n_QI2148
C18n_QI2226,0.74,243.0873,,,0.07129125900000001,C18-neg,-1.475101271176733,0.03625682819293274,1.0053365307000828,C18n_QI2226
C18n_QI2287,0.74,245.0666,,,0.057646021,C18-neg,-1.6683671860937253,0.3941989325325324,1.1494214611200049,C18n_QI2287
C18n_QI2484,0.74,254.0671,,,0.05033268,C18-neg,-0.5527789979223385,0.09225634563372688,0.0995132403520298,C18n_QI2484
C18n_QI2583,0.74,257.0568,,,0.031529642999999996,C18-neg,0.7957536787744388,1.4392696999351813,-1.9743391795011809,C18n_QI2583
C18n_QI2660,0.74,259.0824,,,0.04721493400000001,C18-neg,-0.6862962632421628,0.16822842586443976,0.7475081162599277,C18n_QI2660
C18n_QI2666,0.74,259.13,,,0.062902527,C18-neg,-0.9819085984472408,-0.35638161670757995,-0.1622876448484707,C18n_QI2666
C18n_QI2915,0.74,269.0668,,,0.057947447,C18-neg,-1.1228025346044674,0.09150651920245424,0.8558382468370151,C18n_QI2915
C18n_QI2988,0.74,271.0826,,,0.036322825,C18-neg,-0.5241382508520259,-0.011944255944030148,0.6147946791795444,C18n_QI2988
C18n_QI3128,0.74,275.0778,,,0.087820871,C18-neg,-1.2808301835302487,-0.08001919757916197,0.9167979436067296,C18n_QI3128
C18n_QI3257,0.74,280.0288,,,0.060312795999999995,C18-neg,-0.8248536973241941,-0.5798420525748913,0.8331620173600864,C18n_QI3257
C18n_QI3318,0.74,282.0621,,,0.049212242,C18-neg,-1.2211263566259518,1.1395301007072758,-1.5278260035368252,C18n_QI3318
C18n_QI3327,0.74,283.0362,,,0.034424946,C18-neg,0.7547251791711673,1.7308939479629828,-2.6922594828459068,C18n_QI3327
C18n_QI3871,0.74,301.0468,,,0.020869148,C18-neg,3.787975987886988,1.6649873637001351,-5.661896876797322,C18n_QI3871
C18n_QI4690,0.74,327.0618,,,0.026607272999999997,C18-neg,1.6372181982751712,1.6407837055961918,-3.2029816431852627,C18n_QI4690
C18n_QI6037,0.74,370.1148,,,0.077388519,C18-neg,-0.9314086823705808,0.7692410134117438,-2.5279228014799404,C18n_QI6037
C18n_QI659,0.75,147.0652,,,0.056370656,C18-neg,-1.3313482194189206,0.13709048259661927,0.15804655124222755,C18n_QI659
C18n_QI1202,0.75,187.0603,,,0.023608399,C18-neg,-0.9799182801489009,0.14341525066302552,0.9429336862710668,C18n_QI1202
C18n_QI1546,0.75,208.0609,,,0.069691861,C18-neg,-1.2985971360448971,0.6251166247169806,-0.4659883303495693,C18n_QI1546
C18n_QI1587,0.75,211.0507,,,0.05193355,C18-neg,-1.0938489823583737,1.1465468786995228,-0.3564404768797207,C18n_QI1587
C18n_QI1987,0.75,232.05900000000003,,,0.05705214,C18-neg,-0.9897697358373776,-0.2924878216941522,-0.5102273745390224,C18n_QI1987
C18n_QI2125,0.75,240.051,,,0.072960901,C18-neg,-1.306012907529272,0.7943380259315802,-0.0904964728208828,C18n_QI2125
C18n_QI3056,0.75,273.0519,,,0.037774985,C18-neg,0.8088209242578372,1.0799321316521002,-3.763448409542685,C18n_QI3056
C18n_QI4314,0.75,315.0629,,,0.125008549,C18-neg,-0.5105388551000729,0.4325383089821173,-4.405242614254599,C18n_QI4314
C18n_QI4403,0.75,317.0417,,,0.047032147999999996,C18-neg,0.194245538210474,1.2883896015922858,-3.741082362637167,C18n_QI4403
C18n_QI4833,0.75,331.0575,,,0.045919155999999996,C18-neg,0.02241536090334506,-0.1476211167533581,-3.0483876986357017,C18n_QI4833
C18n_QI8998,0.75,463.1,,,0.083357495,C18-neg,-0.34762457897702603,1.5187117241661383,-4.099674396023397,C18n_QI8998
C18n_QI457,0.76,131.0338,,,0.039669143,C18-neg,-0.4325035004858151,0.39072135913775696,1.160252101912851,C18n_QI457
C18n_QI590,0.76,143.0702,,,0.038100559,C18-neg,-0.9827134995702878,-0.4297980881889032,-0.011299304470663074,C18n_QI590
C18n_QI754,0.76,153.0181,,,0.027561626000000002,C18-neg,-0.06388835003415494,1.2227580927650763,-2.431939296230917,C18n_QI754
C18n_QI1505,0.76,206.0453,,,0.037018871,C18-neg,-0.2736728577856198,0.3741367243568732,1.0138825254586887,C18n_QI1505
C18n_QI1535,0.76,207.0769,,,0.022654868999999998,C18-neg,1.318109712099634,0.5354378603737189,-4.675188235745077,C18n_QI1535
C18n_QI1675,0.76,216.0872,,,0.043757541,C18-neg,-1.4010904221777096,0.2352850817482306,1.1211229043153477,C18n_QI1675
C18n_QI2040,0.76,236.0562,,,0.049071101,C18-neg,-1.0967262177709711,0.2663355253975226,0.5931051449922276,C18n_QI2040
C18n_QI2507,0.76,255.0411,,,0.042997404,C18-neg,-0.4571988969091549,1.0775788210670765,-3.881292991146689,C18n_QI2507
C18n_QI3911,0.76,302.0309,,,0.014616665,C18-neg,3.1367690176721434,1.5289907835762335,-5.4312011523100185,C18n_QI3911
C18n_QI8685,0.76,452.074,,,0.066401446,C18-neg,0.5690490813012943,1.4625553273002936,-6.922674827084191,C18n_QI8685
C18n_QI1286,0.77,191.0554,,,0.02090788,C18-neg,1.893274030184351,-0.8570065118034051,-0.10520713757002832,C18n_QI1286
C18n_QI1385,0.77,198.0765,,,0.0520095,C18-neg,-1.6147849946264399,0.2288904570381458,1.0935183839944551,C18n_QI1385
C18n_QI3445,0.77,286.0358,,,0.042357103,C18-neg,-0.4604051499609128,1.1768391512672736,-2.3407046122404385,C18n_QI3445
C18n_QI3804,0.77,299.0312,,,0.024469803999999998,C18-neg,1.2825934500451908,1.3911188029091193,-5.253955535397177,C18n_QI3804
C18n_QI4080,0.77,308.099,,,0.0862714,C18-neg,-1.2297275452856198,-0.11620541584088072,0.4900711255220127,C18n_QI4080
C18n_QI101,0.78,78.9576,,,0.047480117999999995,C18-neg,-0.7063634782079831,-0.018214902992980345,0.5691731648591709,C18n_QI101
C18n_QI405,0.78,124.9902,,,0.034135425,C18-neg,-1.0438030152563231,0.9033568285744024,0.2427929120210361,C18n_QI405
C18n_QI564,0.78,139.0059,,,0.034108379,C18-neg,-0.6655977158788815,0.6170859717171009,0.1996142344621372,C18n_QI564
C18n_QI753,0.78,152.9851,,,0.038069725,C18-neg,-0.9276550202612056,0.6345882796089484,1.1510769205239963,C18n_QI753
C18n_QI774,0.78,155.0009,,,0.023889788999999998,C18-neg,-0.6787383942846432,0.6028832577507329,-0.4900414271208096,C18n_QI774
C18n_QI973,0.78,172.0063,,,0.056080632000000005,C18-neg,-1.43867472698728,0.4123957537453009,0.04689592887436866,C18n_QI973
C18n_QI1083,0.78,181.0498,,,0.048264731,C18-neg,-1.4271352677587643,0.20482448566363587,-0.19853561352217675,C18n_QI1083
C18n_QI1159,0.78,185.0448,,,0.025005826000000002,C18-neg,-0.3964040665868893,-0.29125257503582697,0.3981372790483189,C18n_QI1159
C18n_QI1220,0.78,188.0015,,,0.055954505,C18-neg,-1.0683210282568112,0.30270771015094056,0.3212639765886021,C18n_QI1220
C18n_QI1341,0.78,194.9958,,,0.027824263999999998,C18-neg,0.7553507895227298,0.0525918387214972,0.20273632575547215,C18n_QI1341
C18n_QI1391,0.78,199.037,,,0.031649292999999995,C18-neg,0.06651707599123569,0.08974865901873841,0.675920434489603,C18n_QI1391
C18n_QI1458,0.78,202.0715,,,0.015924928999999997,C18-neg,1.8749539465661869,1.1548231028358753,0.6831943469194126,C18n_QI1458
C18n_QI1799,0.78,225.0071,,,0.030427105,C18-neg,0.6893198103662357,0.23576430309222474,0.9937928991464328,C18n_QI1799
C18n_QI1861,0.78,227.0228,,,0.043962339,C18-neg,-0.2796380906347409,0.34657577503131165,1.0323276000169468,C18n_QI1861
C18n_QI1936,0.78,230.0126,,,0.045565389000000005,C18-neg,-0.5017049699072018,-1.5282892800529169,-2.5856434626432705,C18n_QI1936
C18n_QI2216,0.78,243.0179,,,0.042399355,C18-neg,0.2195350737329349,0.15193656909869446,0.1452213006166172,C18n_QI2216
C18n_QI2691,0.78,260.0236,,,0.08399659300000001,C18-neg,-0.9028766541723384,-0.4353992558677362,-0.9228090567442226,C18n_QI2691
C18n_QI3593,0.78,290.0884,,,0.047832955,C18-neg,0.2622601599450931,0.1939075373451544,-0.1457919401975918,C18n_QI3593
C18n_QI4236,0.78,313.0469,,,0.049843301,C18-neg,-0.7118242173437253,1.557013788108094,-3.0943509859892178,C18n_QI4236
C18n_QI5382,0.78,349.0713,,,0.23758115100000002,C18-neg,-1.3024318604711669,-0.0680477238853161,0.8891088442949009,C18n_QI5382
C18n_QI6333,0.78,379.0828,,,0.26047688,C18-neg,-1.307744780087866,-0.22058125507428092,-0.2441183848234463,C18n_QI6333
C18n_QI512,0.79,136.0392,,,0.050976701,C18-neg,-0.5225103287939206,1.1020222090523075,-2.3799273295255947,C18n_QI512
C18n_QI1053,0.79,180.0293,,,0.032137771,C18-neg,0.9143812269922122,1.2263721607963871,-3.00416963528121,C18n_QI1053
C18n_QI2441,0.79,252.0513,,,0.052300043,C18-neg,-0.7643735795263424,1.2312058590690924,-1.8101183695646568,C18n_QI2441
C18n_QI710,0.8,150.055,,,0.068762144,C18-neg,2.4720375151391853,1.1338709973137195,-4.417199305996542,C18n_QI710
C18n_QI728,0.8,151.0583,,,0.038892459,C18-neg,0.5537364096399173,1.1176797531883549,-3.704603366360312,C18n_QI728
C18n_QI1326,0.8,194.0452,,,0.029505262,C18-neg,4.714779576754175,1.2728177689354254,-3.5706741137358,C18n_QI1326
C18n_QI5989,0.82,369.0705,,,0.070429567,C18-neg,-1.0201509385351315,0.9381959818641974,-3.5166475100370693,C18n_QI5989
C18n_QI6506,0.82,385.045,,,0.066937335,C18-neg,-0.977084913754858,1.2083013438026742,-2.4405013842436123,C18n_QI6506
C18n_QI7377,0.82,411.0812,,,0.10032030300000001,C18-neg,-0.4369199662450925,0.7959951542656256,-3.1494242472502036,C18n_QI7377
C18n_QI7890,0.82,427.0551,,,0.093701558,C18-neg,0.0011102766748294355,1.0873537443916632,-4.829488925442343,C18n_QI7890
C18n_QI8428,0.82,445.1567,,,0.101942926,C18-neg,-1.2315805344823971,-0.021209678765076845,0.5072994904664707,C18n_QI8428
C18n_QI9441,0.82,476.1412,,,0.124699161,C18-neg,-0.39563159039060025,-0.4289378739555065,-3.5933591647001557,C18n_QI9441
C18n_QI11302,0.84,539.1386,,,0.22442338899999997,C18-neg,-1.0708291917089596,-0.41635056507183776,-0.5807380003782558,C18n_QI11302
C18n_QI2871,0.85,267.0735,,,0.062742804,C18-neg,-1.4584234147314206,0.1963258169929816,0.7140752749589634,C18n_QI2871
C18n_QI129,0.86,89.023,,,0.041229339,C18-neg,-0.10209921886960416,-0.2960986710746454,-1.6697241587492275,C18n_QI129
C18n_QI1227,0.86,188.0557,,,0.04540136,C18-neg,-0.8025243668798581,-0.23321290981366086,0.7560085730699253,C18n_QI1227
C18n_QI2584,0.86,257.0665,,,0.053005097,C18-neg,-1.5754268555883542,0.3449311636726691,1.0237703399804785,C18n_QI2584
C18n_QI4223,0.86,312.0728,,,0.047916760999999995,C18-neg,-0.05381754925290494,0.7364731215278937,-3.713639907345419,C18n_QI4223
C18n_QI326,0.87,117.0181,,,0.03795939,C18-neg,1.400053700899683,0.3897340678016956,0.008186884417886729,C18n_QI326
C18n_QI454,0.87,130.0862,,,0.033525037,C18-neg,0.3838898749109134,0.4220354937355353,0.4049721436647129,C18n_QI454
C18n_QI553,0.87,138.0549,,,0.043889080999999996,C18-neg,-1.0721366791967526,0.40469554889605774,0.6017753558305454,C18n_QI553
C18n_QI816,0.87,159.0652,,,0.033662546,C18-neg,-0.06478861858884244,0.5379422091285999,0.8363517003205967,C18n_QI816
C18n_QI872,0.87,164.0707,,,0.028377306,C18-neg,0.7067114920373783,0.6497400187294301,0.19287652541672706,C18n_QI872
C18n_QI888,0.87,165.0407,,,0.035800956,C18-neg,-0.7293937592748776,0.2676074885170294,0.6142062621263218,C18n_QI888
C18n_QI1004,0.87,175.0239,,,0.051818209000000004,C18-neg,-0.40105036785642056,0.4714768313209845,1.3061606364396765,C18n_QI1004
C18n_QI1100,0.87,182.045,,,0.038517548,C18-neg,0.08940335223635287,0.4462569140236212,0.7162992434648228,C18n_QI1100
C18n_QI1394,0.87,199.0604,,,0.03935673,C18-neg,-1.2951772599462643,0.13179711330340638,0.9202987628129672,C18n_QI1394
C18n_QI1447,0.87,201.1238,,,0.040957506,C18-neg,-1.2523181824926508,0.5354531191627796,0.6907805876878452,C18n_QI1447
C18n_QI1583,0.87,210.0766,,,0.049072745999999993,C18-neg,-0.9649141221288816,1.009380617026551,-0.23977964352095604,C18n_QI1583
C18n_QI1633,0.87,214.0174,,,0.04699395,C18-neg,-1.3893802552465573,-0.3799526311118768,0.5241678433564854,C18n_QI1633
C18n_QI1672,0.87,216.0331,,,0.031407838,C18-neg,0.4380433172937259,0.5344617747108771,0.7416405158189487,C18n_QI1672
C18n_QI1697,0.87,217.1188,,,0.05373642,C18-neg,-1.4602754502538815,0.484534778479798,0.6771553235200596,C18n_QI1697
C18n_QI1743,0.87,222.0403,,,0.05392109,C18-neg,-1.52424601604978,0.7217913054268195,0.3167952971605015,C18n_QI1743
C18n_QI1904,0.87,229.0714,,,0.050516258,C18-neg,-1.4193828492406981,0.27061966884539856,1.070486433997507,C18n_QI1904
C18n_QI1930,0.87,229.1555,,,0.040384499,C18-neg,-0.5402820496801509,0.6611316584389026,0.7928251700547886,C18n_QI1930
C18n_QI1974,0.87,231.1348,,,0.051471287000000004,C18-neg,-1.1385486512426508,0.30299929607318177,0.6696227269319248,C18n_QI1974
C18n_QI2150,0.87,241.0718,,,0.046258293,C18-neg,-1.0810726075414792,-0.5414940930564569,0.575742908015604,C18n_QI2150
C18n_QI2469,0.87,253.1194,,,0.088037813,C18-neg,-1.1071689515356198,-0.14375349056317074,-0.003995947346334461,C18n_QI2469
C18n_QI2485,0.87,254.06900000000002,,,0.07732853099999999,C18-neg,-1.5070464997533932,0.3265316866676642,0.2365406232026768,C18n_QI2485
C18n_QI2659,0.87,259.0823,,,0.06774564400000001,C18-neg,-1.3697622208837643,-0.026592693444031926,0.8743353562501621,C18n_QI2659
C18n_QI2916,0.87,269.0669,,,0.045622437,C18-neg,-1.1388433366064206,0.0614111803810431,0.7335233168748571,C18n_QI2916
C18n_QI3256,0.87,280.0287,,,0.041512417,C18-neg,-1.0914867310766354,-0.3354272462089227,1.113860972419138,C18n_QI3256
C18n_QI3280,0.87,281.0779,,,0.063761821,C18-neg,-1.236982145810522,1.0299271725456551,-1.7454332632871914,C18n_QI3280
C18n_QI3536,0.87,288.1568,,,0.081905953,C18-neg,-1.4642808823827878,0.6193315171043707,0.2963264660981846,C18n_QI3536
C18n_QI3874,0.87,301.0834,,,0.056613685,C18-neg,-0.8038003831152096,0.8005142592232062,-1.6582330984922695,C18n_QI3874
C18n_QI3920,0.87,302.1723,,,0.08482330699999999,C18-neg,-1.3728902726415768,0.3966927908699347,0.28728050757920265,C18n_QI3920
C18n_QI4152,0.87,310.0572,,,0.045028487,C18-neg,-0.3486192612890377,1.2808614157478626,-3.6449715418669033,C18n_QI4152
C18n_QI4292,0.87,314.0886,,,0.050031374,C18-neg,-0.17121771862546353,0.9023646496574712,-2.499768428310995,C18n_QI4292
C18n_QI4383,0.87,316.1516,,,0.057625889000000007,C18-neg,-1.4821422486547604,0.7215348862449957,0.4516781048921299,C18n_QI4383
C18n_QI4453,0.87,318.1672,,,0.06924601,C18-neg,-1.2081563859228268,0.10197118747637823,-0.1424371523710537,C18n_QI4453
C18n_QI4691,0.87,327.0625,,,0.026876444,C18-neg,2.012399873232446,1.4942764424125985,-4.749043158993368,C18n_QI4691
C18n_QI5624,0.87,357.0757,,,0.058827335,C18-neg,-0.7792117982153073,0.39598397243426575,-1.0228592676969814,C18n_QI5624
C18n_QI10281,0.87,503.1987,,,0.106663855,C18-neg,-0.9489105134252682,0.039675512198668265,0.2263931708482456,C18n_QI10281
